gene	EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACD	-0.352423228	-0.327131433	-0.683112685	-0.519600535	-0.481057958	-0.454984262	-0.46323497	-0.546221011	-0.663130957	-0.480162173	-0.364558807	-0.406851495	-0.436284867	-0.52010588
ACE	-0.061379872	-0.153456437	0.109425991	-0.171288324	-0.150100068	-0.07961717	-0.064273678	-0.15123924	-0.112052652	-0.227671651	0.126877185	-0.071306901	-0.18442688	-0.164206625
ACER1	-0.068802732	-0.187233746	-0.201183024	-0.135554664	-0.241757923	-0.158457578	-0.220757177	-0.117708127	-0.142636539	-0.185944618	-0.097036282	-0.053925125	-0.275511424	-0.166837974
ACER2	0.178080364	0.16969804	0.280637717	0.039509514	0.193019867	0.224534737	0.14207683	0.166603423	0.065824073	0.070645795	0.064039385	0.184192692	-0.035822279	0.150995948
ACER3	-0.057128816	0.005192094	0.06356937	-0.090118301	0.045824466	0.054636532	-0.056218533	-0.065612525	0.048589217	-0.024278625	0.014145269	0.019226096	-0.158450593	0.040658254
ACHE	-0.184513967	-0.188485834	-0.187035598	-0.247450105	-0.251116249	-0.112238769	-0.201160516	-0.081392916	-0.212513497	-0.146347093	-0.224084968	-0.102394268	-0.149857191	-0.164010868
ACIN1	-0.937959365	-0.724867656	-0.990759391	-0.881955255	-0.987293295	-0.701487037	-1.027213089	-0.511580154	-0.865875236	-0.940946689	-1.152256651	-0.923833004	-0.850954599	-0.548997712
ACKR1	0.084635706	0.048144272	0.071960517	0.037648493	0.115921266	-0.009310233	0.032084675	0.024927071	0.064453765	0.021826082	0.065550196	-0.0641343	-0.146521668	-0.007583506
ACKR2	0.050630053	0.00098756	-0.174028189	-0.068782727	0.017781593	-0.063200032	-0.00649854	-0.017449898	-0.032401583	0.005613117	0.056579332	-0.042672603	-0.022248494	-0.064490071
ACKR3	-0.080515565	0.165516611	0.009128344	0.103889684	0.056422625	-0.06073868	-0.055624483	-0.011073335	0.055693483	-0.012792868	-0.054210499	0.008466901	-0.013898249	0.054035927
ACKR4	0.22620295	0.210588847	0.131710151	0.207855613	0.134703195	0.240449097	0.217480109	0.25889696	0.273914356	0.037992851	0.130037962	0.076560318	0.214993671	-0.031064308
ACLY	-0.508888513	-0.615093622	-0.695333665	-0.680550314	-0.746489459	-0.641989393	-0.875896277	-0.713498539	-1.023580025	-0.728872065	-0.555096858	-0.775514872	-0.614957674	-0.694253667
ACMSD	-0.19587002	-0.075794167	-0.041863909	-0.167581394	-0.088678674	-0.117978261	-0.094908414	-0.053478211	-0.126384145	-0.055404118	-0.076587928	-0.06252683	-0.280764886	-0.126836579
ACN9	0.138033271	0.184336587	0.105966201	0.163403702	0.163036652	0.054120172	0.133572989	0.174655464	0.126026471	0.146702798	0.065091907	0.100277435	0.188922587	0.092722471
ACO1	-0.089255107	0.011555184	0.051801973	0.08295243	-0.022109802	0.086250225	0.085777876	0.022922565	0.042719434	0.007738999	0.094289911	0.056325943	0.048992549	0.023849555
ACO2	-1.25747827	-1.271671338	-1.178028624	-1.156395839	-1.256033583	-1.358348656	-1.387605205	-1.318219292	-1.161510452	-0.453380408	-0.915238422	-0.865236093	-1.413762151	-1.374868327
ACOT1	0.140468285	0.198163234	0.226946527	0.107574569	0.161049596	0.09814729	0.204767683	0.279512778	0.118374307	0.160828816	0.262498896	0.079098171	0.228542224	0.194096151
ACOT11	-0.174005046	-0.151166515	-0.176312986	-0.25849755	-0.143884287	-0.189678573	-0.240243839	-0.235821726	-0.14205706	-0.03307229	-0.213768942	-0.101852521	-0.276320584	-0.092561981
ACOT12	-0.020251963	-0.012222439	0.001345159	0.007529447	0.007490599	-0.05918742	-0.040681281	0.034477118	-0.007210784	0.017459228	-0.039410782	0.012482445	-0.083324546	0.005233409
ACOT13	0.049854248	0.0555178	0.059085342	0.036120762	0.048380195	0.14044072	0.025394192	0.022873809	0.086883958	0.004201321	0.130811848	0.062937463	0.086395882	-0.024067347
ACOT2	-0.104108806	-0.001167715	-0.096164869	-0.01072676	-0.159488283	-0.059100979	-0.027274349	-0.030394605	0.038497359	-0.009549208	-0.048118636	0.015147449	0.038916574	-0.071844568
ACOT4	0.116243694	-0.024683098	-0.016043385	0.067904983	0.057184672	0.049763816	0.005221239	0.017582734	0.040385256	0.036017034	0.0167906	0.010387485	-0.045147431	-0.113854415
ACOT6	0.071365082	0.066234888	0.098184751	0.032321706	0.049571218	0.033252328	0.059248881	0.1160415	0.057823023	0.116021217	0.023372738	0.042302361	-0.004190852	-0.025442016
ACOT7	-0.113340732	-0.027827263	-0.135565166	-0.153538237	-0.076149285	-0.020837548	-0.228324378	-0.242659792	-0.158988647	-0.074218474	-0.050087562	0.055829015	-0.272330426	-0.09187789
ACOT8	-0.105347119	-0.099510744	-0.330791064	-0.205529101	-0.325101003	-0.355951079	-0.245608249	-0.332414742	-0.173406306	-0.145673904	-0.212351468	-0.233202346	-0.032884543	-0.149387601
ACOX1	-0.088286856	-0.145743915	0.138136036	-0.037871382	0.117648205	-0.02456602	0.059690877	-0.000116832	0.109011824	0.07719807	-0.063231741	0.028968077	-0.391023278	-0.085350107
ACOX2	-0.027178925	-0.037385632	-0.085732792	-0.211277116	-0.236301565	-0.144907015	-0.162439996	-0.106205899	-0.170733713	-0.071259391	-0.115515096	-0.041430052	-0.17128345	-0.049095594
ACOX3	-0.113583636	-0.070364118	0.073410779	0.068567593	-0.208228609	-0.257353022	-0.16685158	-0.191857184	-0.013636975	-0.299925448	-0.077223638	-0.194531942	-0.093590657	-0.08998264
ACOXL	-0.002769894	0.019710294	-0.010590457	0.050648697	0.032660253	-0.015880644	0.035488227	0.013525612	-0.03445021	0.02228645	-0.060788153	0.077865679	0.061215304	-0.032388963
ACP1	0.052362601	0.165438351	0.007117429	0.159672881	0.066018527	0.073541556	0.064871757	-0.017868792	0.043383345	0.047512419	0.004058087	0.104152981	0.198242444	0.033745376
ACP2	-0.24769924	-0.114490038	-0.170924093	-0.107374373	-0.136802149	-0.121100741	-0.181299725	-0.123990725	-0.346039194	-0.128520801	-0.160199892	-0.328317766	-0.18127612	-0.142018299
ACP5	-0.348106958	-0.332217566	-0.391259996	-0.257428233	-0.19666594	-0.218956758	-0.166206079	-0.252420196	-0.381092094	-0.269714982	-0.369030866	-0.2808256	-0.381519821	-0.152577433
ACP6	0.025013413	-0.007119048	0.08652557	0.001252883	-0.046049503	-0.143123276	-0.0066181	-0.083366222	0.057027014	-0.013429821	-0.036170764	0.026972178	-0.062586207	-0.112770559
ACPP	-0.077492375	-0.029694991	-0.016152821	-0.063621817	-0.119142248	-0.084048163	-0.139057555	0.043751506	-0.09523469	-0.140421756	-0.019236127	-0.100525677	0.00628653	-0.007079971
ACPT	-0.145076015	-0.030531494	0.006663888	-0.107437817	0.010501357	0.006438498	-0.152368523	-0.035470282	0.004890592	0.027731136	-0.028295541	0.076458083	0.089567581	-0.132671141
ACR	-0.185149508	-0.170813856	0.074065181	-0.174641003	-0.119063015	-0.152045231	-0.066936002	-0.090666458	-0.09533318	-0.10989683	0.010135581	-0.188001033	-0.093215825	-0.067128922
ACRBP	-0.465188251	-0.26872876	-0.367962099	-0.225733619	-0.606976072	-0.400272916	-0.600623442	-0.393536951	-0.658170074	-0.568573181	-0.406025372	-0.332616857	-0.503729926	-0.287648577
ACRV1	0.287974813	0.100359326	0.075766716	0.131597008	0.438391617	0.056329247	0.075635177	0.065720983	0.286603811	0.302034006	0.276598688	0.217741217	0.448798312	0.177091914
ACSBG1	-0.246683441	-0.138645058	-0.195398852	-0.171449031	-0.177921904	-0.361312785	-0.388210965	-0.149903162	-0.227931303	-0.234815128	-0.324271249	-0.19944533	-0.266345628	-0.278387684
ACSBG2	-0.062392466	0.028091297	0.09853146	0.04877505	-0.023905534	0.007089938	-0.062946498	0.018563354	0.05412208	-0.030375655	0.11929477	-0.008938273	0.039298386	-0.0566714
ACSF2	-0.296007346	-0.412487292	-0.601115162	-0.301158643	-0.353576173	-0.307072943	-0.463306051	-0.299472395	-0.507612986	-0.476701656	-0.361691574	-0.273145234	-0.418939473	-0.373672024
ACSF3	0.025184875	-0.038579189	-0.026515732	-0.133205093	-0.058571271	-0.027947744	-0.1320559	-0.067871258	-0.081951159	-0.048408385	-0.129576084	-0.012423389	-0.223730592	0.065432529
ACSL1	0.083094962	0.068499525	0.077564853	0.186024469	0.039967666	0.111803228	0.000174991	-0.028438649	0.042461478	0.03637068	0.048962737	0.037791743	0.058231968	0.18060739
ACSL3	0.068829376	-0.040305526	0.345431556	-0.075592352	0.067056308	0.227581178	0.010220464	0.185172182	0.175287207	0.079468707	-0.050406213	0.087003422	-0.103386172	0.146387947
ACSL5	-0.058646253	0.019854774	0.000194285	-0.154374256	-0.020513841	-0.116017546	-0.076669218	-0.003637305	0.070764908	0.00883211	0.032382751	-0.005593607	-0.026229526	-0.014684346
ACSL6	-0.122005113	-0.016036136	-0.246277526	-0.081182125	-0.055608308	-0.024279568	0.013525373	-0.127733812	-0.025220012	-0.103682548	-0.058639469	-0.084860649	-0.048455316	-0.02005739
ACSM1	-0.018163405	0.088210853	-0.126503653	0.115877053	-0.029341843	-0.107273268	-0.078064685	-0.063308561	0.001433944	-0.011871054	-0.193526054	-0.07354353	0.040185251	-0.094095389
ACSM2A	0.090266151	0.108466764	0.027006893	0.148938083	0.108632914	0.027521247	0.071102048	0.112571949	0.095978037	0.056239925	0.071465002	-0.025839235	0.124407229	0.095699156
ACSM2B	0.088262699	0.182545382	0.113966665	0.177321102	0.227239505	0.145855586	0.154470799	0.200158244	0.166907752	0.134746344	0.185825741	0.123722142	0.180340941	0.120746596
ACSM3	-0.12672809	-0.07433177	-0.097539709	-0.090558286	-0.090666618	-0.18482201	0.01296999	-0.101257427	-0.003462752	-0.031841508	-0.095848904	-0.049917021	-0.142724696	-0.03179466
ACSM4	0.027374653	-0.025988864	-0.075613877	-0.032943436	-0.017384772	0.034690671	-0.005086115	-0.019751583	-0.045680874	-0.006254243	-0.065152988	-0.085732181	-0.076819581	0.010319197
ACSM5	-0.083838607	-0.251811097	-0.225332581	-0.083249219	-0.013536324	-0.060942137	0.035142884	0.141142903	-0.24759402	-0.162671841	-0.119355204	-0.11313682	-0.26195175	-0.106417928
ACSM6	0.075397102	-0.109791867	-0.005836463	-0.056690395	0.079155469	-0.050408975	-0.092516233	-0.020976758	-0.05647198	0.09522971	0.091166991	0.124106709	0.104969013	-0.162449923
ACSS1	0.041291963	-0.00097794	0.041081804	0.114890431	-0.079016597	0.008749037	-0.007472433	0.065963778	0.014473333	-0.028250943	-0.062560453	-0.021685624	-0.063844211	0.009816202
ACSS2	-0.043583239	-0.166754477	-0.036405812	-0.156870192	-0.161752155	-0.219814043	-0.071678598	-0.110597214	-0.113660402	-0.049531937	-0.063634945	-0.169267092	-0.141211489	-0.052628723
ACSS3	0.128377946	0.074890402	0.054996366	0.142357104	0.156646249	0.115045286	0.149500345	0.030012993	0.091883951	0.092888992	0.109327641	0.088928614	0.091466813	0.060168189
ACTA1	-0.001529503	0.001321424	-0.129322289	0.193880217	-0.118183862	0.07465243	0.19747515	-0.101047325	-0.006874169	-0.05425083	0.121894208	-0.061416496	0.13537926	0.174780608
ACTA2	-0.109880685	-0.189238434	-0.272715044	-0.146733056	-0.230020751	-0.179870913	-0.167696288	-0.11434856	-0.257785678	-0.177107639	-0.047057102	-0.102794142	-0.157662216	-0.080088346
ACTB	-0.554535388	-0.575088682	-0.780730237	-1.29499794	-0.756800537	-0.570336879	-0.589736216	-0.716030037	-0.903989163	-1.353242865	-1.11888233	-0.560480351	-0.765092991	-1.022104252
ACTBL2	-0.004230026	0.060265263	0.037155352	0.058435768	0.070157002	0.071737058	0.063638681	0.109456555	0.027716134	0.093451318	0.04312878	0.077277286	0.028745029	0.070319913
ACTC1	-0.013908727	0.015709255	-0.070111429	0.040784698	0.006841769	-0.054586488	-0.009755927	0.004947216	-0.056836012	0.036388678	-0.174211422	-0.03184617	-0.009513012	-0.137296242
ACTG1	-0.560086015	-0.568014396	-0.722637449	-0.780342872	-0.646846096	-0.475027972	-0.499798014	-0.598457198	-0.665506943	-0.516278039	-0.647233978	-0.519004411	-0.93939304	-0.486708004
ACTG2	-0.397886642	-0.642964373	-0.726475683	-0.484013464	-0.460018692	-0.513900229	-0.455247762	-0.40469438	-0.622693614	-0.759561738	-0.695092669	-0.399945945	-0.906371162	-0.447211587
ACTL10	-0.070579884	-0.194166181	-0.171517641	-0.168451772	0.067521605	0.006609157	-0.114723041	0.00869666	-0.057588807	-0.142921513	-0.129325979	-0.061599749	0.043223173	-0.056042079
ACTL6A	-0.767599899	-1.240719812	-1.22391147	-1.127206375	-0.777761577	-1.065591034	-0.873592899	-0.951897534	-0.971422057	-1.025946905	-1.073103148	-1.04618122	-1.163481097	-1.168653854
ACTL6B	-0.063081762	-0.10089555	-0.022582442	-0.148467919	-0.119550501	-0.053175055	0.031319766	0.019861952	-0.030553299	-0.309174035	-0.081363747	-0.174636406	-0.144560021	0.005142606
ACTL7A	-0.111539933	0.001703376	0.044055801	-0.230184306	-0.135566104	-0.052882873	0.053644256	-0.114260994	-0.149686349	0.133144999	0.0540151	-0.008382284	-0.075094473	-0.05271158
ACTL7B	-0.210608725	-0.076584172	-0.093946855	-0.04253078	-0.231584374	-0.08985497	-0.093232396	-0.049347577	-0.109661803	-0.153243538	-0.152428087	-0.104499358	-0.135967175	-0.117148366
ACTL8	-0.052667337	0.088255249	0.047215883	0.043341728	-0.048750107	0.013726592	-0.088786804	0.015355893	0.034177098	-0.000247408	0.037184628	-0.123256584	-0.000751894	-0.129127038
ACTL9	-0.165786808	-0.089758152	-0.090687604	-0.138128718	-0.096747189	-0.274375493	-0.082176499	-0.120764195	-0.197400308	-0.014341049	-0.13700397	-0.153906522	-0.395820502	-0.034853748
ACTN1	-0.070138456	-0.138670561	-0.200869418	-0.180609549	-0.180847404	-0.090221689	-0.171275163	-0.148766932	-0.218357818	-0.236910524	-0.091659382	-0.045370327	-0.266950399	-0.058119954
ACTN2	-0.035677159	-0.017916976	0.126578611	0.022353225	0.005351642	0.040655522	-0.025663521	0.037220387	-0.023662237	0.002512772	-0.123213048	-0.045981054	-0.085370579	0.065727045
ACTN4	-0.174660279	-0.090540944	-0.14620757	-0.171820195	-0.208941935	-0.194849012	-0.118024324	-0.341925548	-0.22220505	-0.296584774	0.010044752	-0.243752928	-0.381081741	-0.146646734
ACTR10	-0.709486502	-0.877234261	-0.839040776	-0.923247418	-0.615151219	-0.756618558	-0.525005471	-0.581613623	-0.705072333	-0.822891701	-0.831692134	-0.740704198	-0.94408282	-0.801740219
ACTR1A	-0.753247696	-0.895004497	-0.219584472	-0.358439152	-0.300961555	-0.88491291	-0.170712846	-0.566998728	-0.449371866	-0.379845596	-0.486823362	-0.299955672	-0.583846563	-0.231772847
ACTR1B	-0.152479039	-0.065128851	-0.238081501	-0.128474463	-0.414582598	-0.254181736	-0.214304631	-0.10358879	-0.256874354	-0.284756003	-0.337233604	-0.188559656	-0.123924214	-0.27537824
ACTR2	-0.795218312	-0.494083679	-0.897345488	-0.811381055	-0.569232604	-0.761072608	-0.479272766	-0.715140106	-0.582366338	-0.784724987	-0.757325653	-0.779382641	-0.904806168	-0.627354986
ACTR3	-0.592753017	-0.396729879	-0.756719203	-0.841220576	-0.780374096	-0.514503462	-0.522140867	-0.536826296	-0.378380176	-0.608813347	-0.763908294	-0.54234768	-0.959388572	-0.318845775
ACTR3B	0.002095299	0.065638709	-0.106051865	0.072321363	-0.062477955	0.006481892	-0.052333024	-0.07218635	0.015420547	-0.029414905	-0.047481132	-0.175556187	0.087102796	0.034991447
ACTR3C	-0.167691587	-0.018446146	-0.063724841	-0.162291865	-0.094289582	-0.094479344	-0.048065045	0.005490141	-0.062590407	-0.107963939	-0.186832689	-0.030581622	-0.079926167	-0.065595941
ACTR5	-0.434624174	-0.877994382	-0.964512003	-0.78053874	-0.80781926	-0.821009356	-0.60587744	-0.824088147	-0.857950542	-0.720443823	-0.729583862	-0.742112639	-1.070119055	-0.64362677
ACTR6	-0.63732036	-0.544098261	-0.748700094	-0.758546421	-0.510077344	-0.401942808	-0.518711398	-0.765079344	-0.383595499	-0.526051907	-0.445810942	-0.704033112	-0.864909377	-0.780013541
ACTR8	-0.8644094	-1.043894121	-1.278285773	-0.999172629	-1.150181192	-1.062715318	-1.346445644	-1.177081593	-0.927107804	-0.938860628	-0.942087636	-0.864925326	-1.139301193	-1.080878382
ACTRT2	0.123446664	0.176206835	0.055861015	0.031316775	-0.132786594	-0.08751718	0.084526275	-0.095899273	0.026108871	-0.003595813	0.258145168	0.017350039	0.076926101	0.081663341
ACTRT3	0.061029567	-0.050041229	0.120006878	0.113961682	0.053188492	0.069608018	-0.038306128	-0.057775349	0.00338406	0.066909176	-0.009128028	0.028160879	0.0195811	0.009218364
ACVR1	-0.047954728	-0.076348987	-0.073841361	0.010909214	-5.86E-05	-0.03709499	-0.016720052	-0.138602625	-0.084638399	-0.067441916	0.060143078	-0.091433334	-0.043138504	-0.02688455
ACVR1B	-0.062270329	-0.100549493	-0.082337987	-0.062298257	-0.089308263	-0.027502357	-0.05919638	-0.020666745	-0.119421114	-0.106015845	-0.113336688	-0.058394548	-0.185835927	-0.047292872
ACVR1C	0.01666733	0.160963256	0.168452275	0.07946962	0.115114099	0.026763878	0.044907587	0.082632006	0.041213878	0.063217898	0.110566031	0.078198559	0.126450278	0.093064591
ACVR2A	0.000502827	0.087944413	0.162109606	0.152622945	0.168591791	-0.086848893	0.0061446	0.09577386	0.147097086	0.093142629	-0.034117609	0.056834085	0.080976335	0.072123548
ACVR2B	-0.272241277	-0.323034552	-0.272222156	-0.207401036	-0.218073453	-0.173478553	-0.318182636	-0.459853522	-0.278489076	-0.319575681	-0.312137754	-0.288833417	0.016015489	-0.278071541
ACVRL1	-0.239528709	-0.44474166	-0.064546767	-0.098647866	-0.126756325	-0.033747278	-0.321824112	-0.156353315	-0.137147345	-0.204760746	-0.317332391	-0.353440745	-0.307212695	0.022975521
ACY1	-0.209106667	-0.22353886	-0.226314039	-0.238599793	-0.179055111	-0.154271459	-0.209951364	-0.181252005	-0.163170713	-0.188948337	-0.194006888	-0.248695656	-0.191102896	-0.21875545
ACY3	0.008699558	-0.111579713	0.050633999	0.135334277	-0.142267652	-0.131377153	-0.076295929	-0.084772438	0.06023599	-0.15132463	-0.026132716	-0.061680974	-0.157164478	-0.132731695
ACYP1	0.161419434	0.129258656	0.14446255	0.214416871	0.117909961	0.081497821	0.163675627	0.093405024	0.125685484	0.070355117	0.147762237	0.131626031	0.187428911	0.112978191
ACYP2	0.033293249	0.048663721	0.102182655	0.088503335	0.078265668	0.041808356	0.074587983	0.088504805	0.114585907	0.010333813	0.1334481	0.079123394	0.14998237	0.03387289
ADA	-0.008456121	-0.068461519	0.017524198	-0.020434964	0.01018369	0.04490707	-0.135987381	-0.102301305	-0.095127091	-0.035108445	-0.063248702	-0.102532605	-0.005600911	-0.094745941
ADAD1	0.086211565	0.026739144	-0.031249135	-0.058665634	-0.002185216	0.095187328	-0.115329222	0.022746533	-0.031914554	0.024871124	0.045024722	0.020815074	0.048841291	-0.072827365
ADAD2	-0.173708622	-0.296452823	-0.225873137	-0.066783775	-0.095606197	-0.248794822	-0.182185846	-0.134674889	-0.176783207	-0.23311775	-0.027166232	-0.132625471	-0.323161158	-0.077707848
ADAL	-0.024691077	-0.072020655	-0.008642266	-0.120775293	0.012801351	0.055097008	0.033393431	0.053569655	0.033731355	0.044508594	-0.004662204	-0.071922399	-0.083213811	0.00342492
ADAM10	0.08311038	-0.129438639	0.089953422	0.112144399	0.077376965	0.164667725	0.152871836	-0.000915047	0.083874395	0.001351273	0.18828689	0.010845694	0.138385045	0.072544981
ADAM11	-0.066056858	-0.097845185	0.005919422	-0.078658972	-0.101349512	-0.126624458	-0.082260044	-0.099303628	-0.073663365	-0.026353743	-0.163907041	-0.073302096	-0.063952967	-0.035412031
ADAM12	-0.106610459	-0.034047395	-0.111003564	-0.034484398	-0.223783482	-0.038558832	-0.088640643	0.026727596	-0.106327259	-0.060088662	0.008948258	-0.127616079	-0.019616206	0.001498261
ADAM15	-0.228186672	-0.182756748	-0.222341868	-0.032716949	-0.217303134	-0.32548302	-0.269985918	-0.423110518	-0.276113577	-0.308154904	-0.169484115	-0.381758913	-0.254754571	-0.310654805
ADAM17	-0.085325475	-0.085772899	0.003183206	-0.001519849	-0.032300709	-0.101132414	-0.024854004	-0.058896583	0.052304614	-0.015407032	-0.079721609	-0.06598819	-0.161499872	0.08993945
ADAM18	0.143432354	-0.083860699	-0.079578619	0.060644782	0.034744562	0.068137774	-0.023720303	0.141546385	0.112623036	0.101070271	-0.060249769	-0.116554629	-0.309680768	0.044413796
ADAM19	0.079947582	0.00419569	-0.024646433	-0.041305111	-0.059109573	-0.013399583	-0.096385031	-0.017818312	-0.005980626	-0.133882011	-0.07902429	-0.008370397	0.069941178	0.040515281
ADAM2	0.145549998	0.15713154	0.089391271	0.227996268	0.156746286	0.092328143	0.173138087	0.18510168	0.162157654	0.214180783	0.069774063	0.16856917	0.192410097	0.028952796
ADAM20	0.091179072	0.021636206	-0.08585645	0.079004597	0.020908348	0.109065467	0.125262234	0.067784267	0.074456694	0.072794503	-0.024774156	0.095967369	-0.007353142	0.040967704
ADAM21	0.139334632	0.09775053	0.116990228	0.103448824	0.08344373	0.095192837	0.122233132	0.173201148	0.135966216	0.183119865	0.192148921	0.113928603	0.056685593	0.036077646
ADAM22	-0.07050149	0.000145242	-0.013340189	-0.080314374	0.032720039	-0.043643382	0.029197303	-0.063217975	0.053915303	-0.304754274	-0.064102426	-0.071666441	-0.108052155	0.049717723
